request_id,sp_id,channel,platform,app_version,required_docs,required_count,status_code,status_ts,step_latency_ms,missing_count,error_code,error_source
REQ000005,Etisalat,redirect,ios,3.2.1,vehicle_registration,1,S40,2025-11-12 18:51:36,1000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S00,2025-11-15 00:33:00,0,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S01,2025-11-15 00:33:07,5000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S02,2025-11-15 00:33:12,4000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S03,2025-11-15 00:33:08,1000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S08,2025-11-15 00:33:15,3000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S11,2025-11-15 00:33:18,3000,1,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S12,2025-11-15 00:33:30,10000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S13,2025-11-15 00:33:23,4000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S20,2025-11-15 00:33:40,18000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S21,2025-11-15 00:33:32,5000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S30,2025-11-15 00:33:30,1000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S31,2025-11-15 00:33:39,8000,0,,
REQ000006,ADNOC,notification,ios,3.3.0,emirates_id,1,S40,2025-11-15 00:33:48,5000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S00,2025-11-09 00:15:00,0,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S01,2025-11-09 00:15:03,1000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S02,2025-11-09 00:15:07,3000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S03,2025-11-09 00:15:10,1000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S08,2025-11-09 00:15:14,6000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S10,2025-11-09 00:15:19,2000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S20,2025-11-09 00:15:32,12000,0,,
REQ000007,DEWA,notification,android,3.2.2,passport,1,S43,2025-11-09 00:15:17,4000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S00,2025-11-02 16:55:00,0,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S06,2025-11-02 16:55:06,4000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S07,2025-11-02 16:55:09,4000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S08,2025-11-02 16:55:07,2000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S10,2025-11-02 16:55:15,3000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S20,2025-11-02 16:55:30,8000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S21,2025-11-02 16:55:19,2000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S30,2025-11-02 16:55:24,3000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S31,2025-11-02 16:55:32,4000,0,,
REQ000008,DubaiFAB,qr,ios,3.2.2,visa,1,S40,2025-11-02 16:55:29,4000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S00,2025-11-23 14:44:00,0,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S06,2025-11-23 14:44:07,4000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S07,2025-11-23 14:44:03,1000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S08,2025-11-23 14:44:15,6000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S10,2025-11-23 14:44:12,3000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S20,2025-11-23 14:44:27,18000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S21,2025-11-23 14:44:17,2000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S30,2025-11-23 14:44:23,3000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S31,2025-11-23 14:44:25,4000,0,,
REQ000009,Etisalat,qr,ios,3.2.2,emirates_id|passport,2,S41,2025-11-23 14:44:34,2000,0,network_error,network
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S00,2025-11-07 01:14:00,0,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S01,2025-11-07 01:14:07,4000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S02,2025-11-07 01:14:08,2000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S03,2025-11-07 01:14:15,3000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S08,2025-11-07 01:14:14,6000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S11,2025-11-07 01:14:15,1000,2,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S12,2025-11-07 01:14:30,13000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S13,2025-11-07 01:14:33,9000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S20,2025-11-07 01:14:38,14000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S21,2025-11-07 01:14:31,2000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S30,2025-11-07 01:14:31,3000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S31,2025-11-07 01:14:40,4000,0,,
REQ000010,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S40,2025-11-07 01:14:35,3000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S00,2025-11-18 09:12:00,0,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S04,2025-11-18 09:12:03,1000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S05,2025-11-18 09:12:11,3000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S08,2025-11-18 09:12:20,9000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S10,2025-11-18 09:12:12,3000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S20,2025-11-18 09:12:39,22000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S21,2025-11-18 09:12:23,5000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S30,2025-11-18 09:12:24,1000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S31,2025-11-18 09:12:31,6000,0,,
REQ000011,DubaiFAB,redirect,ios,3.2.2,vehicle_registration,1,S40,2025-11-18 09:12:30,2000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S00,2025-11-20 08:55:00,0,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S01,2025-11-20 08:55:05,1000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S02,2025-11-20 08:55:06,3000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S03,2025-11-20 08:55:15,5000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S08,2025-11-20 08:55:19,6000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S10,2025-11-20 08:55:13,3000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S20,2025-11-20 08:55:44,28000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S21,2025-11-20 08:55:20,2000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S30,2025-11-20 08:55:28,2000,0,,
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S32,2025-11-20 08:55:33,8000,0,pin_incorrect,user_cancel
REQ000012,ADIB,notification,ios,3.2.1,emirates_id|driving_license,2,S43,2025-11-20 08:55:27,4000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S00,2025-11-14 07:26:00,0,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S04,2025-11-14 07:26:04,1000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S05,2025-11-14 07:26:14,5000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S08,2025-11-14 07:26:13,2000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S10,2025-11-14 07:26:12,1000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S20,2025-11-14 07:26:39,23000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S21,2025-11-14 07:26:18,4000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S30,2025-11-14 07:26:21,3000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S31,2025-11-14 07:26:37,9000,0,,
REQ000013,ADIB,redirect,android,3.2.1,emirates_id,1,S40,2025-11-14 07:26:29,1000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S00,2025-11-13 06:00:00,0,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S06,2025-11-13 06:00:06,2000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S07,2025-11-13 06:00:11,2000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S08,2025-11-13 06:00:18,8000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S10,2025-11-13 06:00:17,3000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S20,2025-11-13 06:00:39,20000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S21,2025-11-13 06:00:21,3000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S30,2025-11-13 06:00:24,3000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S31,2025-11-13 06:00:27,3000,0,,
REQ000014,ADNOC,qr,ios,3.3.1,emirates_id,1,S40,2025-11-13 06:00:32,1000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S00,2025-11-17 02:50:00,0,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S04,2025-11-17 02:50:06,1000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S05,2025-11-17 02:50:09,5000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S08,2025-11-17 02:50:18,6000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S10,2025-11-17 02:50:15,3000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S20,2025-11-17 02:50:39,24000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S21,2025-11-17 02:50:22,7000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S30,2025-11-17 02:50:29,2000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S31,2025-11-17 02:50:29,6000,0,,
REQ000015,MashreqBank,redirect,ios,3.2.2,driving_license,1,S40,2025-11-17 02:50:33,5000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S00,2025-11-01 00:15:00,0,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S06,2025-11-01 00:15:08,5000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S07,2025-11-01 00:15:08,4000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S08,2025-11-01 00:15:14,3000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S10,2025-11-01 00:15:11,2000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S20,2025-11-01 00:15:34,15000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S21,2025-11-01 00:15:20,7000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S30,2025-11-01 00:15:23,2000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S31,2025-11-01 00:15:27,5000,0,,
REQ000016,DubaiPolice,qr,ios,3.3.0,driving_license,1,S40,2025-11-01 00:15:23,1000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S00,2025-11-03 05:11:00,0,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S01,2025-11-03 05:11:09,5000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S02,2025-11-03 05:11:07,2000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S03,2025-11-03 05:11:11,5000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S08,2025-11-03 05:11:13,5000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S10,2025-11-03 05:11:14,2000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S20,2025-11-03 05:11:34,18000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S21,2025-11-03 05:11:26,8000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S30,2025-11-03 05:11:24,3000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S31,2025-11-03 05:11:32,8000,0,,
REQ000017,DubaiPolice,notification,android,3.2.2,driving_license,1,S40,2025-11-03 05:11:28,4000,0,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S00,2025-11-11 08:03:00,0,0,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S04,2025-11-11 08:03:06,3000,0,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S05,2025-11-11 08:03:08,4000,0,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S08,2025-11-11 08:03:09,2000,0,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S11,2025-11-11 08:03:14,2000,1,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S12,2025-11-11 08:03:19,3000,0,,
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S15,2025-11-11 08:03:25,10000,0,issuer_not_found,issuer
REQ000018,DubaiPolice,redirect,android,3.2.1,vehicle_registration,1,S44,2025-11-11 08:03:22,3000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S00,2025-11-06 22:17:00,0,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S01,2025-11-06 22:17:09,5000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S02,2025-11-06 22:17:09,3000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S03,2025-11-06 22:17:16,4000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S08,2025-11-06 22:17:14,2000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S10,2025-11-06 22:17:19,1000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S20,2025-11-06 22:17:27,6000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S21,2025-11-06 22:17:26,5000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S30,2025-11-06 22:17:29,1000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S31,2025-11-06 22:17:40,10000,0,,
REQ000019,ADIB,notification,android,3.2.1,emirates_id,1,S40,2025-11-06 22:17:34,3000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S00,2025-11-21 22:08:00,0,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S04,2025-11-21 22:08:06,4000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S05,2025-11-21 22:08:09,3000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S08,2025-11-21 22:08:17,3000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S10,2025-11-21 22:08:13,3000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S20,2025-11-21 22:08:20,10000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S21,2025-11-21 22:08:21,3000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S30,2025-11-21 22:08:22,1000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S31,2025-11-21 22:08:29,5000,0,,
REQ000020,DubaiPolice,redirect,ios,3.2.2,emirates_id|passport,2,S40,2025-11-21 22:08:30,2000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S00,2025-11-04 16:37:00,0,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S01,2025-11-04 16:37:03,2000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S02,2025-11-04 16:37:11,5000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S03,2025-11-04 16:37:11,3000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S08,2025-11-04 16:37:25,8000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S10,2025-11-04 16:37:14,1000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S20,2025-11-04 16:37:45,25000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S21,2025-11-04 16:37:25,3000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S30,2025-11-04 16:37:31,1000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S31,2025-11-04 16:37:40,9000,0,,
REQ000021,Etisalat,notification,ios,3.2.1,driving_license,1,S40,2025-11-04 16:37:29,5000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S00,2025-11-06 23:46:00,0,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S01,2025-11-06 23:46:06,3000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S02,2025-11-06 23:46:05,1000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S03,2025-11-06 23:46:10,5000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S08,2025-11-06 23:46:21,7000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S11,2025-11-06 23:46:13,3000,1,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S12,2025-11-06 23:46:29,8000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S13,2025-11-06 23:46:34,15000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S20,2025-11-06 23:46:38,13000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S21,2025-11-06 23:46:39,4000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S30,2025-11-06 23:46:33,3000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S31,2025-11-06 23:46:44,8000,0,,
REQ000022,DubaiFAB,notification,ios,3.2.2,vehicle_registration,1,S40,2025-11-06 23:46:47,5000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S00,2025-11-14 21:33:00,0,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S01,2025-11-14 21:33:06,3000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S02,2025-11-14 21:33:09,3000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S03,2025-11-14 21:33:19,5000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S08,2025-11-14 21:33:08,2000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S11,2025-11-14 21:33:16,2000,1,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S12,2025-11-14 21:33:26,8000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S13,2025-11-14 21:33:32,14000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S20,2025-11-14 21:33:35,6000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S21,2025-11-14 21:33:23,2000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S30,2025-11-14 21:33:26,1000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S31,2025-11-14 21:33:29,3000,0,,
REQ000023,DubaiFAB,notification,android,3.3.1,vehicle_registration,1,S40,2025-11-14 21:33:35,1000,0,,
