request_id,sp_id,channel,platform,app_version,required_docs,required_count,status_code,previous_status,status_ts,step_latency_ms,missing_count,error_code,error_source,status_history
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S02,S01,2025-11-25 05:24:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S03,S02,2025-11-25 05:24:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S08,S03,2025-11-25 05:24:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S10,S08,2025-11-25 05:24:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S20,S10,2025-11-25 05:24:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S21,S20,2025-11-25 05:24:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S30,S21,2025-11-25 05:24:49,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S31,S30,2025-11-25 05:24:56,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000002,Beyon Money,notification,ios,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S40,S31,2025-11-25 05:24:59,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S00,,2025-11-17 03:14:00,0,0,,,"[""S00""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S01,S00,2025-11-17 03:14:03,3000,0,,,"[""S00"", ""S01""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S02,S01,2025-11-17 03:14:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S03,S02,2025-11-17 03:14:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S08,S03,2025-11-17 03:14:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S10,S08,2025-11-17 03:14:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000003,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,ios,6.2.1,"[""Emirates ID Card"", ""Driving License""]",2,S42,S10,2025-11-17 03:29:21,900000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S42""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S00,,2025-11-24 15:43:00,0,0,,,"[""S00""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S01,S00,2025-11-24 15:43:03,3000,0,,,"[""S00"", ""S01""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S02,S01,2025-11-24 15:43:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S03,S02,2025-11-24 15:43:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S08,S03,2025-11-24 15:43:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S11,S08,2025-11-24 15:43:21,2000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S12,S11,2025-11-24 15:43:33,12000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S15,S12,2025-11-24 15:43:43,10000,0,issuer_not_found,issuer,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S15""]"
REQ000004,Botim,notification,ios,6.1.3,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S44,S15,2025-11-24 15:43:48,5000,0,issuer_not_found,issuer,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S15"", ""S44""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S00,,2025-11-18 08:25:00,0,0,,,"[""S00""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S06,S00,2025-11-18 08:25:02,2000,0,,,"[""S00"", ""S06""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S07,S06,2025-11-18 08:25:12,10000,0,,,"[""S00"", ""S06"", ""S07""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S08,S07,2025-11-18 08:25:17,5000,0,,,"[""S00"", ""S06"", ""S07"", ""S08""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S11,S08,2025-11-18 08:25:19,2000,2,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S12,S11,2025-11-18 08:25:31,12000,1,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S13,S12,2025-11-18 08:25:40,9000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S20,S13,2025-11-18 08:25:54,14000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S21,S20,2025-11-18 08:26:01,7000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S30,S21,2025-11-18 08:26:03,2000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S31,S30,2025-11-18 08:26:09,6000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000005,Lulu,qr,android,5.10.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S40,S31,2025-11-18 08:26:12,3000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S00,,2025-11-13 20:01:00,0,0,,,"[""S00""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S01,S00,2025-11-13 20:01:03,3000,0,,,"[""S00"", ""S01""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S02,S01,2025-11-13 20:01:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S03,S02,2025-11-13 20:01:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S08,S03,2025-11-13 20:01:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S10,S08,2025-11-13 20:01:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S20,S10,2025-11-13 20:01:38,17000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S21,S20,2025-11-13 20:01:46,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S30,S21,2025-11-13 20:01:48,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S32,S30,2025-11-13 20:02:00,12000,0,pin_incorrect,user_cancel,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S32""]"
REQ000006,AAE,notification,ios,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S43,S32,2025-11-13 20:02:03,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S32"", ""S43""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S00,,2025-11-05 03:41:00,0,0,,,"[""S00""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S04,S00,2025-11-05 03:41:02,2000,0,,,"[""S00"", ""S04""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S05,S04,2025-11-05 03:41:05,3000,0,,,"[""S00"", ""S04"", ""S05""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S08,S05,2025-11-05 03:41:10,5000,0,,,"[""S00"", ""S04"", ""S05"", ""S08""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S10,S08,2025-11-05 03:41:11,1000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S20,S10,2025-11-05 03:41:28,17000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S21,S20,2025-11-05 03:41:36,8000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S30,S21,2025-11-05 03:41:38,2000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S31,S30,2025-11-05 03:41:45,7000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000007,Botim,redirect,ios,6.2.1,"[""Emirates ID Card""]",1,S40,S31,2025-11-05 03:41:48,3000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S00,,2025-11-08 04:53:00,0,0,,,"[""S00""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S01,S00,2025-11-08 04:53:03,3000,0,,,"[""S00"", ""S01""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S02,S01,2025-11-08 04:53:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S03,S02,2025-11-08 04:53:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S08,S03,2025-11-08 04:53:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S10,S08,2025-11-08 04:53:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S20,S10,2025-11-08 04:53:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S21,S20,2025-11-08 04:53:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S30,S21,2025-11-08 04:53:49,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S31,S30,2025-11-08 04:53:56,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000008,Lulu,notification,ios,6.4.1,"[""Emirates ID Card"", ""Passport""]",2,S40,S31,2025-11-08 04:53:59,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S00,,2025-11-23 02:36:00,0,0,,,"[""S00""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S04,S00,2025-11-23 02:36:02,2000,0,,,"[""S00"", ""S04""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S05,S04,2025-11-23 02:36:05,3000,0,,,"[""S00"", ""S04"", ""S05""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S08,S05,2025-11-23 02:36:10,5000,0,,,"[""S00"", ""S04"", ""S05"", ""S08""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S10,S08,2025-11-23 02:36:11,1000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S20,S10,2025-11-23 02:36:28,17000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S21,S20,2025-11-23 02:36:36,8000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S30,S21,2025-11-23 02:36:38,2000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S31,S30,2025-11-23 02:36:45,7000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000009,Beyon Money,redirect,ios,6.4.1,"[""Residence Visa""]",1,S40,S31,2025-11-23 02:36:48,3000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S00,,2025-11-12 01:26:00,0,0,,,"[""S00""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S01,S00,2025-11-12 01:26:03,3000,0,,,"[""S00"", ""S01""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S02,S01,2025-11-12 01:26:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S03,S02,2025-11-12 01:26:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S08,S03,2025-11-12 01:26:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S10,S08,2025-11-12 01:26:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S20,S10,2025-11-12 01:26:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S21,S20,2025-11-12 01:26:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S30,S21,2025-11-12 01:26:49,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S31,S30,2025-11-12 01:26:56,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000010,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card""]",1,S40,S31,2025-11-12 01:26:59,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S00,,2025-11-01 18:17:00,0,0,,,"[""S00""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S01,S00,2025-11-01 18:17:03,3000,0,,,"[""S00"", ""S01""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S02,S01,2025-11-01 18:17:08,5000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S03,S02,2025-11-01 18:17:12,4000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S08,S03,2025-11-01 18:17:20,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S11,S08,2025-11-01 18:17:22,2000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S12,S11,2025-11-01 18:17:37,15000,2,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S13,S12,2025-11-01 18:17:47,10000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S20,S13,2025-11-01 18:18:03,16000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S21,S20,2025-11-01 18:18:12,9000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S30,S21,2025-11-01 18:18:14,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S31,S30,2025-11-01 18:18:22,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000011,Botim,notification,android,6.4.0,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S40,S31,2025-11-01 18:18:26,4000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S00,,2025-11-25 16:48:00,0,0,,,"[""S00""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S01,S00,2025-11-25 16:48:03,3000,0,,,"[""S00"", ""S01""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S02,S01,2025-11-25 16:48:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S03,S02,2025-11-25 16:48:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S08,S03,2025-11-25 16:48:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S10,S08,2025-11-25 16:48:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S20,S10,2025-11-25 16:48:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000012,InsureOne (Premier Insurance Brokers L.L.C-O.P.C),notification,android,6.4.0,"[""Emirates ID Card"", ""Vehicle Registration""]",2,S21,S20,2025-11-25 16:48:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
